,dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,overview_paragraph,program_highlights,language_classes,advancedplacement_courses,extracurricular_activities,school_sports,partner_highered,ell_programs,number_programs,psal_sports_boys,psal_sports_girls,ontrack_year1_2013,graduation_rate_2013,college_career_rate_2013,student_satisfaction_2013,ontrack_year1_2012,graduation_rate_2012,college_career_rate_2012,student_satisfaction_2012,ontrack_year1_historic_avg_similar_schls,graduation_rate_historic_avg_similar_schls,college_career_rate_historic_avg_similar_schls,student_satisfaction_historic_avg_similar_schls,quality_review_rating,quality_review_year,program,interest,eng,math,soc,sci,stm,ela,seat_gr09,app_gr09,seat_gr10,app_gr10
658,29Q326,Cambria Heights Academy,Queens,9,12,11423,336,,,,Spanish,"English Literature and Composition, Environmental Science, United States History, World History","Art, Basketball, Bowling, Chorus, Dance, Environmental, New Media, Digital Music, Regents Prep, Robotics, Saturday School, Music Production, Step Team, Student Government, Theatre, Track, Yearbook","Basketball, Bowling, Flag Football, Soccer, Track",York College,ESL,1,,,92%,N/A,N/A,7.6,89%,N/A,N/A,7.3,79%,N/A,N/A,7.2,Proficient,2012-13,Cambria Heights Academy,Humanities & Interdisciplinary,,,,,,,81,417,10,9
659,29Q327,Eagle Academy for Young Men III,Queens,6,11,11434,345,All-Boys School,,,,,"Chess, Debate, Drumline, Guitar, Homework Assistance, Robotics, Violin","Intramural Basketball, Flag Football",,ESL,1,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Proficient,2012-13,Eagle Academy for Young Men III,Humanities & Interdisciplinary,,,,,,,75,266,10,1
660,29Q492,"Mathematics, Science Research and Technology Magnet High School",Queens,9,12,11411,416,,,,Spanish,Biology,"ARISTA National Honor Society, American Historical Society, Queensborough Community College, WISE Financial Literacy Program, Christian Students, Yearbook, UFO International (Talent Show), Student Government & Senior Council, Young Men's Alliance, Project Prize, Urban DNA Bar Code Project, Cheerleading, FDNY Explorers, Girls Cheerleading Squad, SAT Prep, Regents Prep, College Now, Haitian Club", Battle Week Intramurals,"York College, Queensborough Community College, Queens College, The City College of New York, St. Johnâ€™s University, DeVry University",ESL,1,,,87%,69%,55%,6.6,88%,77%,56%,7.2,75%,67%,48%,7,Proficient,2012-13,Science Research,Science & Math,,,,,,,150,409,25,8
661,29Q498,Humanities & Arts Magnet High School,Queens,9,12,11411,513,,,,"French, Spanish","Art History, English Language and Composition, European History, Studio Art: Drawing, United States Government and Politics","Words from Within Poetry, Project Prize Queensborough Community College (QCC) Liberty Partnership, Arista, Band, Dance Ensemble, French, Glee, Gospel Choir, HAI Theater Company, Jazz Band, Marching Band, Newspaper, Photography, Portfolio Preparation, Rock Band, Student Government, Television Production and Editing, Theater Arts, Tutoring, Web Design, Yearbook",,"Queensborough Community College, The City College of New York, York College, Fashion Institute of Technology, The Cooper Union for the Advancement of Science and Art",ESL,2,,,78%,74%,51%,7.1,83%,78%,48%,6.1,76%,71%,50%,7.1,Proficient,2009-10,Institute of the Performing & Media Arts,Performing Arts,,,,,,,120,366,10,23
662,29Q498,Humanities & Arts Magnet High School,Queens,9,12,11411,513,,,,"French, Spanish","Art History, English Language and Composition, European History, Studio Art: Drawing, United States Government and Politics","Words from Within Poetry, Project Prize Queensborough Community College (QCC) Liberty Partnership, Arista, Band, Dance Ensemble, French, Glee, Gospel Choir, HAI Theater Company, Jazz Band, Marching Band, Newspaper, Photography, Portfolio Preparation, Rock Band, Student Government, Television Production and Editing, Theater Arts, Tutoring, Web Design, Yearbook",,"Queensborough Community College, The City College of New York, York College, Fashion Institute of Technology, The Cooper Union for the Advancement of Science and Art",ESL,2,,,78%,74%,51%,7.1,83%,78%,48%,6.1,76%,71%,50%,7.1,Proficient,2009-10,Institute of Visual Arts,Visual Art & Design,,,,,,,30,98,14,5
663,30Q258,Energy Tech High School,Queens,9,11,11106,119,NYC P-Tech 9-14 School,,,,,"Robotics, Computer Programming/Gaming, Urban Explorers, Arts and Crafts, Film, Community Service, Peer Mediation, Student Government/Advisory Council, Class Ambassadors, Tutoring, Math Team, Young Women's Group, student-proposed clubs and activities","Basketball, Flag Football, Track, Cheerleading, and Soccer - as well as student-proposed clubs and intramural sports","CUNY, LaGuardia Community College",ESL,1,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Energy Tech High School,Engineering,,,,,,,108,1054,None,None
664,30Q286,"Young Women's Leadership School, Astoria",Queens,6,12,11102,576,All-Girls School,,,Spanish,,"After-School Tutoring, Chorus, RowNY, College Discovery Day, Creative Writing, Dance, Drama,Eco-Friendly Fashion Show, Guitar, Multicultural, Debate Team, Piano, Adopt and Save Club, Spelling Bee, Spring Showcase / Winter Expo, Step Up Drama, Summer Academy, Violin, Choir, Girls Who Code, SAYA-Academic, MOUSE Squad, Tech Crew, Dance My Culture, CHAMPS/PSAL, Yoga, Robotics, Manga Art, Gardening,Trout Club, 3-D Printing,Indoor Tennis, College Visits (beginning in 6th grade)","Annual Field Day, Basketball, RowNY, Soccer, Track and Field, Volleyball, Basketball, Indoor Tennis","Barnard College, Columbia University, New York University, Yale University, Albert Magnus College, St. John's University, Cornell University, Smith College, Hofstra University, Marist College, Fordham University",ESL,1,,,99%,95%,N/A,8.3,87%,N/A,N/A,7.7,90%,90%,N/A,7.6,Proficient,2007-08,"The Young Women's Leadership School, Astoria",Humanities & Interdisciplinary,Scores 80-100,Scores 80-100,Scores 80-100,Scores 80-100,Levels 2-4,Levels 2-4,81,335,None,None
665,30Q301,Academy for Careers in Television and Film,Queens,9,12,11101,470,CTE School,,,Spanish,"Calculus AB, English Literature and Composition, Psychology, United States History","Academic Tutoring, City Harvest, Creative Writing, Drama, Gay/Straight Alliance, Movie Screenings, Next Step Pictures, Prom Committee, Screenwriting, Step Team, Yearbook","Club Baseball, Club Soccer, Fitness Center","New York City College of Technology, LaGuardia Community College",ESL,1,,,99%,97%,80%,8.3,93%,96%,N/A,7.5,84%,79%,62%,7.4,Well Developed,2009-10,Academy for Careers in Television and Film,Film/Video,,,,,,,135,1660,None,None
666,30Q445,William Cullen Bryant High School,Queens,9,12,11103,2627,,,,"French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History","Bryant Volunteers, Shakespeare Oratory, Writing, 3 Choruses, All-City High School Choir, Arista National Honor Society, Band, Baseball, Bengali Club, Bryant Alumni Crew, Bryant Clipper, Bryant Theatre Company, Dance Company, Dances, Dramatic and Musical Comedy Productions, Gay-Straight Alliance, Indian Club, Jazz Band/ Concert Band, Law Program, Leadership Class, Marching Band & Concert Band, Math and Science Fair, Math Teams, Mediation-Conflict Resolution, Mock Trial, Model UN, Moot Court, MOUSE Squad, Multicultural Club, Nepali Club, New York State School Music Association (NYSSMA), Peer Tutoring, Photography, Recitals, Science Research, Seasonal Concerts, Student Government, Muslim Club, Bollywood Club, Horticultural",,"NYU, Queens College, Hunter College, St. John's University, La Guardia Community College,Mercy College and John Jay College",ESL; Transitional Bilingual Program: Spanish,3,,,83%,66%,44%,6.8,75%,63%,43%,6.5,77%,68%,49%,7,Developing,2012-13,Math and Science Institute,Science & Math,Scores 85-100,Scores 85-100,,Scores 85-100,Levels 3-4,Levels 3-4,100,307,20,29
667,30Q445,William Cullen Bryant High School,Queens,9,12,11103,2627,,,,"French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History","Bryant Volunteers, Shakespeare Oratory, Writing, 3 Choruses, All-City High School Choir, Arista National Honor Society, Band, Baseball, Bengali Club, Bryant Alumni Crew, Bryant Clipper, Bryant Theatre Company, Dance Company, Dances, Dramatic and Musical Comedy Productions, Gay-Straight Alliance, Indian Club, Jazz Band/ Concert Band, Law Program, Leadership Class, Marching Band & Concert Band, Math and Science Fair, Math Teams, Mediation-Conflict Resolution, Mock Trial, Model UN, Moot Court, MOUSE Squad, Multicultural Club, Nepali Club, New York State School Music Association (NYSSMA), Peer Tutoring, Photography, Recitals, Science Research, Seasonal Concerts, Student Government, Muslim Club, Bollywood Club, Horticultural",,"NYU, Queens College, Hunter College, St. John's University, La Guardia Community College,Mercy College and John Jay College",ESL; Transitional Bilingual Program: Spanish,3,,,83%,66%,44%,6.8,75%,63%,43%,6.5,77%,68%,49%,7,Developing,2012-13,Forensic Science and Law Institute,Law & Government,Scores 70-100,,Scores 70-100,,Levels 2-4,Levels 2-4,100,477,None,None
668,30Q445,William Cullen Bryant High School,Queens,9,12,11103,2627,,,,"French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History","Bryant Volunteers, Shakespeare Oratory, Writing, 3 Choruses, All-City High School Choir, Arista National Honor Society, Band, Baseball, Bengali Club, Bryant Alumni Crew, Bryant Clipper, Bryant Theatre Company, Dance Company, Dances, Dramatic and Musical Comedy Productions, Gay-Straight Alliance, Indian Club, Jazz Band/ Concert Band, Law Program, Leadership Class, Marching Band & Concert Band, Math and Science Fair, Math Teams, Mediation-Conflict Resolution, Mock Trial, Model UN, Moot Court, MOUSE Squad, Multicultural Club, Nepali Club, New York State School Music Association (NYSSMA), Peer Tutoring, Photography, Recitals, Science Research, Seasonal Concerts, Student Government, Muslim Club, Bollywood Club, Horticultural",,"NYU, Queens College, Hunter College, St. John's University, La Guardia Community College,Mercy College and John Jay College",ESL; Transitional Bilingual Program: Spanish,3,,,83%,66%,44%,6.8,75%,63%,43%,6.5,77%,68%,49%,7,Developing,2012-13,Zoned,Zoned,,,,,,,401,NA,Zoned,Zoned
669,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Culinary Institute,Culinary Arts,Scores 75-100,Scores 75-100,Scores 75-100,Scores 75-100,Levels 3-4,Levels 3-4,150,341,15,20
670,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Academy of Restaurant and Hotel Management,"Hospitality, Travel and Tourism",Scores 75-100,Scores 75-100,Scores 75-100,Scores 75-100,Levels 3-4,Levels 3-4,102,NA,None,None
671,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Sports Medicine & Health Careers,Health Professions,,,,,,,50,NA,None,None
672,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Community & Culture,Law & Government,,,,,,,68,NA,None,None
673,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Broadway Productions,Performing Arts/Visual Art & Design,,,,,,,50,NA,None,None
674,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Global Languages Academy,"Hospitality, Travel and Tourism",,,,,,,102,NA,None,None
675,30Q450,Long Island City High School,Queens,9,12,11106,2522,,,,"Chinese, French, Italian, Modern Greek, Spanish, Spanish Native Language Arts","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History","Junior Reserve Officers' Training Corps (JROTC), ASPIRA, Dance, Fall and Spring Drama and Musical Productions, Mu Alpha Theta, Multicultural Festival, National Honor Society, SING, Spirit Squad, Digital Media Program, Winter and Spring Concerts, more than 20 Multicultural and Interdisciplinary Clubs",,"St. Johnâ€™s University, LaGuardia Community College, Cooper Union, Columbia University, Queens College, Hunter College",ESL; Transitional Bilingual Program: Spanish,7,,,79%,59%,40%,6.8,79%,56%,43%,6.3,77%,69%,48%,7,Proficient,2012-13,Zoned,Zoned,,,,,,,150,NA,Zoned,Zoned
676,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Film and Media Arts,Film/Video,,,,,,,28,245,5,13
677,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Fine Arts,Visual Art & Design,,,,,,,56,664,5,26
678,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Instrumental Music,Performing Arts,,,,,,,32,358,5,22
679,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Vocal Music,Performing Arts,,,,,,,32,847,None,None
680,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Dance,Performing Arts,,,,,,,25,563,5,42
681,30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,,,Spanish,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History","After-school and Saturday Tutoring, Chamber Music, Community Mural Painting, Community Service through the Arts, Dance for non-Dance Students, Fundraising Committees, Gay-Straight Alliance, Greek, Helping Hands, Improvisation, Preparatory Jazz Band, Literary Magazine, Music Composition, National Chorale, National Honor Society, Photojournalism, Prom, School Newspaper, Step Dancing, Student Government, Yearbook, various internships and apprenticeships",,"The Juilliard School, Queens College, LaGuardia Community College, Mannes College, The New School for Jazz and Contemporary Music, Hunter College, New York University, Manhattan School of Music, DeVry University, School of Visual Arts",ESL,6,,,97%,94%,85%,7.1,99%,97%,88%,6.8,96%,95%,86%,7.8,Well Developed,2007-08,Drama,Performing Arts,,,,,,,25,570,5,46
682,30Q502,Information Technology High School,Queens,9,12,11101,920,,,,Spanish,"Calculus AB, English Language and Composition","Tech Team, Drama, National Honor Society, Robotics, Senior Committee, Student Government, Video Production Team, Weightlifting, Yearbook Class",,"Queens College, Hunter College, LaGuardia Community College, St. John's University, Queensboro Community College",ESL,1,,,78%,67%,57%,6.9,75%,74%,52%,6.3,81%,77%,59%,7.4,Proficient,2009-10,Information Technology,Computer Science & Technology,,,,,,,230,1453,30,1
683,30Q555,Newcomers High School,Queens,9,12,11101,929,International School,,,"Chinese (Mandarin), Spanish Native Language Arts","Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics","After-school Tutorial, Annual Winter Concert/Spring Concert, Art, Cartooning, Chess, Chorus, Conflict Resolution, Council of Student Activities, Current Events through Media, Dance, Global Careers and Education, Hip-Hop Dance, Human Rights, International Food Festival, Latin Dance, Math Peer Tutoring, Math Team, Media Team/Digital Movie, Mediation-Negotiation, Model UN, Multicultural Talent Show, National Honor Society, New Student Orientation, Newspaper Team, Orchestra, Peer Mediation, Photography, Saturday Academic Program, Science, Senior Council, Stage Production, Student Government, Theater, Video/Media Team, Virtual Enterprise, Yearbook, Young Women's Leadership",,"LaGuardia Community College, York College, Lehman College, Queens College, New York University, Columbia University - Teachers College","ESL; Transitional Bilingual Program: Chinese, Spanish",1,,,77%,70%,45%,7.5,90%,67%,44%,6.8,80%,64%,44%,7.6,Well Developed,2009-10,Newcomers High School,Humanities & Interdisciplinary,,,,,,,81,256,None,None
684,30Q575,Academy of American Studies,Queens,9,12,11101,810,,,,"French, Spanish","Art History, Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, European History, Human Geography, Macroeconomics, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History","Academy Gazette Newspaper, Literary Magazine, Big Sib, College Discovery, Debate Team, Eagles in the Afternoon Radio Show, Ecology and Environmental Concerns, History, Improvisational Theatre, International Thespian Society, Internships, Knitting, Model UN, Multicultural, National Honor Society, SADD (Students Against Destructive Decisions), Senior Committee, Spirit Squad (Cheerleaders), Student Government, Blood Donation Drives, Charity Walks",Baseball Club,"LaGuardia Community College, St.John's University",ESL,2,,,93%,92%,87%,7.7,89%,88%,85%,7,90%,88%,73%,7.6,Proficient,2009-10,Intensive Academic Humanities,Humanities & Interdisciplinary,Scores 85-100,Scores 85-100,Scores 85-100,Scores 85-100,Levels 3-4,Levels 3-4,102,939,10,93
685,30Q575,Academy of American Studies,Queens,9,12,11101,810,,,,"French, Spanish","Art History, Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, European History, Human Geography, Macroeconomics, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History","Academy Gazette Newspaper, Literary Magazine, Big Sib, College Discovery, Debate Team, Eagles in the Afternoon Radio Show, Ecology and Environmental Concerns, History, Improvisational Theatre, International Thespian Society, Internships, Knitting, Model UN, Multicultural, National Honor Society, SADD (Students Against Destructive Decisions), Senior Committee, Spirit Squad (Cheerleaders), Student Government, Blood Donation Drives, Charity Walks",Baseball Club,"LaGuardia Community College, St.John's University",ESL,2,,,93%,92%,87%,7.7,89%,88%,85%,7,90%,88%,73%,7.6,Proficient,2009-10,Academy of American Studies,Humanities & Interdisciplinary,,,,,,,102,1800,10,134
686,30Q580,Baccalaureate School for Global Education,Queens,7,12,11106,500,,,,"Chinese (Mandarin), French, Spanish",,"After-school Fitness, Basketball, Chess, Creative Writing, Dance, Debate, Girls Softball, Global Action Project, Instrumental Music, Junior and Senior Student Councils, Library and Laptop Access for Research and Homework, Math, Musical Theater, Newspaper, Peer Tutoring, Robotics, Subject Tutoring, Table Tennis, Visual Art, Vocal and Instruments, Yearbook, Yoga",Varies yearly based on student interest,,ESL,1,,,100%,98%,92%,8.3,100%,97%,92%,7.8,97%,96%,88%,7.8,Proficient,2009-10,International Baccalaureate Program,Humanities & Interdisciplinary,Scores 90-100,Scores 90-100,Scores 90-100,Scores 90-100,Levels 3-4,Levels 3-4,81,1722,None,None
687,31R047,CSI High School for International Studies,Staten Island,9,12,10314,527,,,,"Chinese (Mandarin), Japanese, Spanish","Biology, Calculus AB, Comparative Government and Politics, English Literature and Composition, Studio Art: 2-D Design, United States History","Academic Intervention, Advisory, Book, Cheerleading, Chess, Computer & Tech, Debate, Digital Photography, Dragon Dance Team, Drama, Forensics, Guitar Ensemble, International, It Gets Better, Japanese Culture and Language, Journalism, Key Club, Literary Magazine, Model UN, National Honor Society, Peer Leaders, Peer Tutoring, Percussion Ensemble, Photography, SAT Prep, Senior Council, Senior Instructional Leadership Core (SILC), SING, Taiko Drumming and Ukulele Ensemble, Yearbook","Baseball Independent League, Dance, Cheerleading",College of Staten Island/CUNY,ESL,1,,,91%,97%,95%,7.6,95%,97%,82%,6.9,86%,83%,68%,7.5,Proficient,2008-09,CSI High School for International Studies,Humanities & Interdisciplinary,,,,,,,127,1272,5,30
